ID;cliente;anio;mes;Total_desastres; total_gasto 
1699;Banco Santander;2003;julio;5; $5.562 
1700;Banco Santander;2003;agosto;1; $29.133 
1701;Banco Santander;2003;septiembre;1; $11.179 
1702;Banco Santander;2003;octubre;4; $9.639 
1703;Banco Santander;2003;noviembre;5; $42.305 
1704;Banco Santander;2003;diciembre;2; $85.910 
1705;Banco Santander;2004;enero;1; $8.426 
1706;Banco Santander;2004;febrero;3; $77.621 
1707;Banco Santander;2004;marzo;3; $32.164 
1708;Banco Santander;2004;abril;3; $30.676 
1709;Banco Santander;2004;mayo;2; $54.845 
1710;Banco Santander;2004;junio;1; $8.906 
1711;Banco Santander;2004;julio;3; $9.529 
1712;Banco Santander;2004;agosto;2; $37.765 
1713;Banco Santander;2004;septiembre;5; $35.234 
1714;Banco Santander;2004;octubre;4; $12.553 
1715;Banco Santander;2004;noviembre;3; $58.578 
1716;Banco Santander;2004;diciembre;2; $53.426 
1717;Banco Santander;2005;enero;1; $85.635 
1718;Banco Santander;2005;febrero;1; $62.400 
1719;Banco Santander;2005;marzo;1; $32.473 
1720;Banco Santander;2005;abril;1; $55.292 
1721;Banco Santander;2005;mayo;2; $78.338 
1722;Banco Santander;2005;junio;4; $89.774 
1723;Banco Santander;2005;julio;3; $76.777 
1724;Banco Santander;2005;agosto;5; $80.125 
1725;Banco Santander;2005;septiembre;5; $61.207 
1726;Banco Santander;2005;octubre;1; $93.352 
1727;Banco Santander;2005;noviembre;4; $85.913 
1728;Banco Santander;2005;diciembre;5; $29.946 
1729;Banco Santander;2006;enero;5; $33.378 
1730;Banco Santander;2006;febrero;5; $91.946 
1731;Banco Santander;2006;marzo;5; $16.301 
1732;Banco Santander;2006;abril;0; $- 
1733;Banco Santander;2006;mayo;3; $84.314 
1734;Banco Santander;2006;junio;4; $26.530 
1735;Banco Santander;2006;julio;4; $34.201 
1736;Banco Santander;2006;agosto;5; $77.457 
1737;Banco Santander;2006;septiembre;1; $60.784 
1738;Banco Santander;2006;octubre;3; $12.303 
1739;Banco Santander;2006;noviembre;4; $9.769 
1740;Banco Santander;2006;diciembre;2; $69.380 
1741;Banco Santander;2007;enero;0; $- 
1742;Banco Santander;2007;febrero;1; $39.580 
1743;Banco Santander;2007;marzo;5; $7.075 
1744;Banco Santander;2007;abril;1; $98.286 
1745;Banco Santander;2007;mayo;2; $92.517 
1746;Banco Santander;2007;junio;5; $73.771 
1747;Banco Santander;2007;julio;3; $68.563 
1748;Banco Santander;2007;agosto;3; $26.903 
1749;Banco Santander;2007;septiembre;4; $86.076 
1750;Banco Santander;2007;octubre;0; $- 
1751;Banco Santander;2007;noviembre;0; $- 
1752;Banco Santander;2007;diciembre;3; $27.028 
1753;Banco Santander;2008;enero;3; $68.249 
1754;Banco Santander;2008;febrero;5; $34.158 
1755;Banco Santander;2008;marzo;0; $- 
1756;Banco Santander;2008;abril;1; $34.192 
1757;Banco Santander;2008;mayo;3; $44.531 
1758;Banco Santander;2008;junio;3; $9.254 
1759;Banco Santander;2008;julio;5; $10.763 
1760;Banco Santander;2008;agosto;0; $- 
1761;Banco Santander;2008;septiembre;3; $92.651 
1762;Banco Santander;2008;octubre;5; $58.773 
1763;Banco Santander;2008;noviembre;0; $- 
1764;Banco Santander;2008;diciembre;5; $69.119 
1765;Banco Santander;2009;enero;0; $- 
1766;Banco Santander;2009;febrero;1; $70.246 
1767;Banco Santander;2009;marzo;4; $99.280 
1768;Banco Santander;2009;abril;3; $6.744 
1769;Banco Santander;2009;mayo;3; $18.991 
1770;Banco Santander;2009;junio;3; $67.510 
1771;Banco Santander;2009;julio;4; $70.956 
1772;Banco Santander;2009;agosto;1; $94.783 
1773;Banco Santander;2009;septiembre;3; $77.158 
1774;Banco Santander;2009;octubre;1; $47.920 
1775;Banco Santander;2009;noviembre;2; $60.418 
1776;Banco Santander;2009;diciembre;5; $88.190 
1777;Banco Santander;2010;enero;3; $46.918 
1778;Banco Santander;2010;febrero;0; $- 
1779;Banco Santander;2010;marzo;0; $- 
1780;Banco Santander;2010;abril;5; $65.579 
1781;Banco Santander;2010;mayo;1; $60.822 
1782;Banco Santander;2010;junio;3; $82.562 
1783;Banco Santander;2010;julio;1; $98.667 
1784;Banco Santander;2010;agosto;2; $67.446 
1785;Banco Santander;2010;septiembre;3; $38.410 
1786;Banco Santander;2010;octubre;0; $- 
1787;Banco Santander;2010;noviembre;3; $90.446 
1788;Banco Santander;2010;diciembre;5; $50.898 
1789;Banco Santander;2011;enero;2; $91.797 
1790;Banco Santander;2011;febrero;5; $6.033 
1791;Banco Santander;2011;marzo;4; $12.096 
1792;Banco Santander;2011;abril;5; $50.840 
1793;Banco Santander;2011;mayo;4; $42.811 
1794;Banco Santander;2011;junio;5; $60.387 
1795;Banco Santander;2011;julio;5; $33.299 
1796;Banco Santander;2011;agosto;5; $63.566 
1797;Banco Santander;2011;septiembre;5; $10.677 
1798;Banco Santander;2011;octubre;4; $78.079 
1799;Banco Santander;2011;noviembre;5; $25.060 
1800;Banco Santander;2011;diciembre;5; $9.683 
1801;Banco Santander;2012;enero;0; $- 
1802;Banco Santander;2012;febrero;0; $- 
1803;Banco Santander;2012;marzo;3; $24.423 
1804;Banco Santander;2012;abril;1; $53.722 
1805;Banco Santander;2012;mayo;0; $- 
1806;Banco Santander;2012;junio;0; $- 
1807;Banco Santander;2012;julio;4; $83.166 
1808;Banco Santander;2012;agosto;5; $32.482 
1809;Banco Santander;2012;septiembre;1; $33.521 
1810;Banco Santander;2012;octubre;1; $43.796 
1811;Banco Santander;2012;noviembre;0; $- 
1812;Banco Santander;2012;diciembre;3; $95.794 
1813;Banco Santander;2013;enero;3; $26.788 
1814;Banco Santander;2013;febrero;5; $24.018 
1815;Banco Santander;2013;marzo;2; $69.139 
1816;Banco Santander;2013;abril;3; $22.266 
1817;Banco Santander;2013;mayo;2; $67.634 
1818;Banco Santander;2013;junio;1; $78.107 
1819;Banco Santander;2013;julio;2; $59.911 
1820;Banco Santander;2013;agosto;3; $55.572 
1821;Banco Santander;2013;septiembre;4; $16.640 
1822;Banco Santander;2013;octubre;0; $- 
1823;Banco Santander;2013;noviembre;4; $24.455 
1824;Banco Santander;2013;diciembre;3; $87.607 
1825;Banco Santander;2014;enero;5; $5.827 
1826;Banco Santander;2014;febrero;3; $37.671 
1827;Banco Santander;2014;marzo;0; $- 
1828;Banco Santander;2014;abril;0; $- 
1829;Banco Santander;2014;mayo;0; $- 
1830;Banco Santander;2014;junio;4; $54.673 
1831;Banco Santander;2014;julio;3; $37.151 
1832;Banco Santander;2014;agosto;0; $- 
1833;Banco Santander;2014;septiembre;3; $43.084 
1834;Banco Santander;2014;octubre;2; $51.472 
1835;Banco Santander;2014;noviembre;3; $7.939 
1836;Banco Santander;2014;diciembre;4; $13.890 
1837;Banco Santander;2015;enero;1; $15.505 
1838;Banco Santander;2015;febrero;4; $98.225 
1839;Banco Santander;2015;marzo;1; $14.630 
1840;Banco Santander;2015;abril;1; $57.937 
1841;Banco Santander;2015;mayo;0; $- 
1842;Banco Santander;2015;junio;2; $20.777 
1843;Banco Santander;2015;julio;4; $72.879 
1844;Banco Santander;2015;agosto;5; $16.192 
1845;Banco Santander;2015;septiembre;2; $87.911 
1846;Banco Santander;2015;octubre;4; $26.244 
1847;Banco Santander;2015;noviembre;5; $22.657 
1848;Banco Santander;2015;diciembre;4; $81.896 
1849;Banco Santander;2016;enero;1; $70.473 
1850;Banco Santander;2016;febrero;0; $- 
1851;Banco Santander;2016;marzo;1; $62.655 
1852;Banco Santander;2016;abril;2; $60.826 
1853;Banco Santander;2016;mayo;1; $23.750 
1854;Banco Santander;2016;junio;4; $51.063 
1855;Banco Santander;2016;julio;2; $65.778 
1856;Banco Santander;2016;agosto;1; $93.386 
1857;Banco Santander;2016;septiembre;3; $64.746 
1858;Banco Santander;2016;octubre;5; $82.569 
1859;Banco Santander;2016;noviembre;3; $54.237 
1860;Banco Santander;2016;diciembre;1; $75.666 
1861;Banco Santander;2017;enero;1; $76.563 
1862;Banco Santander;2017;febrero;5; $48.788 
1863;Banco Santander;2017;marzo;2; $45.954 
1864;Banco Santander;2017;abril;1; $94.092 
1865;Banco Santander;2017;mayo;0; $- 
1866;Banco Santander;2017;junio;5; $6.648 
1867;Banco Santander;2017;julio;5; $94.458 
1868;Banco Santander;2017;agosto;3; $97.804 
1869;Banco Santander;2017;septiembre;2; $84.116 
1870;Banco Santander;2017;octubre;1; $25.147 
1871;Banco Santander;2017;noviembre;5; $29.883 
1872;Banco Santander;2017;diciembre;4; $5.039 
1873;Banco Santander;2018;enero;4; $8.847 
1874;Banco Santander;2018;febrero;2; $82.795 
1875;Banco Santander;2018;marzo;0; $- 
1876;Banco Santander;2018;abril;4; $49.936 
1877;Banco Santander;2018;mayo;2; $84.805 
1878;Banco Santander;2018;junio;5; $90.078 
1879;Banco Santander;2018;julio;1; $67.730 
1880;Banco Santander;2018;agosto;5; $87.563 
1881;Banco Santander;2018;septiembre;0; $- 
1882;Banco Santander;2018;octubre;1; $21.474 
1883;Banco Santander;2018;noviembre;4; $84.558 
1884;Banco Santander;2018;diciembre;2; $54.524 
1885;Banco Santander;2019;enero;4; $59.474 
1886;Banco Santander;2019;febrero;0; $- 
1887;Banco Santander;2019;marzo;2; $55.619 
1888;Banco Santander;2019;abril;5; $86.832 
1889;Banco Santander;2019;mayo;0; $- 
1890;Banco Santander;2019;junio;5; $6.952 
1891;Banco Santander;2019;julio;5; $92.899 
1892;Banco Santander;2019;agosto;2; $31.036 
1893;Banco Santander;2019;septiembre;4; $94.689 
1894;Banco Santander;2019;octubre;1; $7.393 
1895;Banco Santander;2019;noviembre;0; $- 
1896;Banco Santander;2019;diciembre;5; $93.654 
1897;Banco Santander;2020;enero;5; $8.377 
1898;Banco Santander;2020;febrero;3; $21.251 
1899;Banco Santander;2020;marzo;4; $17.422 
1900;Banco Santander;2020;abril;5; $5.637 
1901;Banco Santander;2020;mayo;5; $45.584 
1902;Banco Santander;2020;junio;3; $35.667 
1903;Banco Santander;2020;julio;5; $25.243 
1904;Banco Santander;2020;agosto;1; $24.567 
1905;Banco Santander;2020;septiembre;2; $39.883 
1906;Banco Santander;2020;octubre;0; $- 
1907;Banco Santander;2020;noviembre;1; $42.511 
1908;Banco Santander;2020;diciembre;4; $40.270 
1909;Banco Santander;2021;enero;4; $77.065 
1910;Banco Santander;2021;febrero;1; $13.588 
1911;Banco Santander;2021;marzo;4; $30.002 
1912;Banco Santander;2021;abril;2; $69.685 
1913;Banco Santander;2021;mayo;0; $- 
1914;Banco Santander;2021;junio;4; $82.044 
1915;Banco Santander;2021;julio;3; $45.881 
1916;Banco Santander;2021;agosto;3; $19.675 
1917;Banco Santander;2021;septiembre;4; $47.416 
1918;Banco Santander;2021;octubre;4; $25.206 
1919;Banco Santander;2021;noviembre;4; $90.334 
1920;Banco Santander;2021;diciembre;4; $55.632 
1921;Banco Santander;2022;enero;1; $47.552 
1922;Banco Santander;2022;febrero;4; $32.101 
1923;Banco Santander;2022;marzo;3; $71.529 
1924;Banco Santander;2022;abril;2; $77.939 
1925;Banco Santander;2022;mayo;5; $91.296 
1926;Banco Santander;2022;junio;0; $- 
1927;Banco Santander;2022;julio;2; $50.199 
1928;Banco Santander;2022;agosto;1; $43.563 
1929;Banco Santander;2022;septiembre;1; $17.235 
1930;Banco Santander;2022;octubre;0; $- 
1931;Banco Santander;2022;noviembre;5; $40.594 
1932;Banco Santander;2022;diciembre;0; $- 
1933;Banco Scotiabank;2000;enero;1; $74.888 
1934;Banco Scotiabank;2000;febrero;2; $86.377 
1935;Banco Scotiabank;2000;marzo;5; $37.903 
1936;Banco Scotiabank;2000;abril;1; $65.680 
1937;Banco Scotiabank;2000;mayo;4; $45.576 
1938;Banco Scotiabank;2000;junio;2; $84.347 
1939;Banco Scotiabank;2000;julio;5; $80.960 
1940;Banco Scotiabank;2000;agosto;2; $86.635 
1941;Banco Scotiabank;2000;septiembre;3; $54.775 
1942;Banco Scotiabank;2000;octubre;0; $- 
1943;Banco Scotiabank;2000;noviembre;2; $17.509 
1944;Banco Scotiabank;2000;diciembre;4; $21.077 
1945;Banco Scotiabank;2001;enero;1; $97.317 
1946;Banco Scotiabank;2001;febrero;1; $39.476 
1947;Banco Scotiabank;2001;marzo;4; $82.916 
1948;Banco Scotiabank;2001;abril;3; $50.289 
1949;Banco Scotiabank;2001;mayo;0; $- 
1950;Banco Scotiabank;2001;junio;4; $98.348 
1951;Banco Scotiabank;2001;julio;3; $94.052 
1952;Banco Scotiabank;2001;agosto;0; $- 
1953;Banco Scotiabank;2001;septiembre;3; $79.431 
1954;Banco Scotiabank;2001;octubre;4; $82.614 
1955;Banco Scotiabank;2001;noviembre;3; $35.673 
1956;Banco Scotiabank;2001;diciembre;5; $90.922 
1957;Banco Scotiabank;2002;enero;0; $- 
1958;Banco Scotiabank;2002;febrero;4; $87.302 
1959;Banco Scotiabank;2002;marzo;1; $57.949 
1960;Banco Scotiabank;2002;abril;5; $50.319 
1961;Banco Scotiabank;2002;mayo;4; $94.546 
1962;Banco Scotiabank;2002;junio;4; $12.003 
1963;Banco Scotiabank;2002;julio;0; $- 
1964;Banco Scotiabank;2002;agosto;4; $69.883 
1965;Banco Scotiabank;2002;septiembre;2; $86.704 
1966;Banco Scotiabank;2002;octubre;0; $- 
1967;Banco Scotiabank;2002;noviembre;2; $40.795 
1968;Banco Scotiabank;2002;diciembre;0; $- 
1969;Banco Scotiabank;2003;enero;1; $39.982 
1970;Banco Scotiabank;2003;febrero;4; $75.667 
1971;Banco Scotiabank;2003;marzo;3; $90.258 
1972;Banco Scotiabank;2003;abril;4; $14.028 
1973;Banco Scotiabank;2003;mayo;2; $57.958 
1974;Banco Scotiabank;2003;junio;1; $56.695 
1975;Banco Scotiabank;2003;julio;2; $68.810 
1976;Banco Scotiabank;2003;agosto;4; $78.121 
1977;Banco Scotiabank;2003;septiembre;0; $- 
1978;Banco Scotiabank;2003;octubre;3; $9.681 
1979;Banco Scotiabank;2003;noviembre;5; $66.272 
1980;Banco Scotiabank;2003;diciembre;2; $12.089 
1981;Banco Scotiabank;2004;enero;5; $11.557 
1982;Banco Scotiabank;2004;febrero;0; $- 
1983;Banco Scotiabank;2004;marzo;2; $49.741 
1984;Banco Scotiabank;2004;abril;2; $56.735 
1985;Banco Scotiabank;2004;mayo;5; $18.302 
1986;Banco Scotiabank;2004;junio;1; $86.523 
1987;Banco Scotiabank;2004;julio;1; $43.396 
1988;Banco Scotiabank;2004;agosto;4; $40.513 
1989;Banco Scotiabank;2004;septiembre;1; $97.612 
1990;Banco Scotiabank;2004;octubre;4; $65.164 
1991;Banco Scotiabank;2004;noviembre;0; $- 
1992;Banco Scotiabank;2004;diciembre;4; $46.524 
1993;Banco Scotiabank;2005;enero;2; $83.819 
1994;Banco Scotiabank;2005;febrero;4; $37.388 
1995;Banco Scotiabank;2005;marzo;0; $- 
1996;Banco Scotiabank;2005;abril;1; $99.555 
1997;Banco Scotiabank;2005;mayo;3; $38.843 
1998;Banco Scotiabank;2005;junio;1; $40.032 
1999;Banco Scotiabank;2005;julio;1; $11.671 
2000;Banco Scotiabank;2005;agosto;0; $- 
2001;Banco Scotiabank;2005;septiembre;2; $77.042 
2002;Banco Scotiabank;2005;octubre;2; $73.611 
2003;Banco Scotiabank;2005;noviembre;0; $- 
2004;Banco Scotiabank;2005;diciembre;0; $- 
2005;Banco Scotiabank;2006;enero;1; $88.340 
2006;Banco Scotiabank;2006;febrero;3; $73.715 
2007;Banco Scotiabank;2006;marzo;1; $86.849 
2008;Banco Scotiabank;2006;abril;0; $- 
2009;Banco Scotiabank;2006;mayo;4; $15.625 
2010;Banco Scotiabank;2006;junio;3; $54.235 
2011;Banco Scotiabank;2006;julio;0; $- 
2012;Banco Scotiabank;2006;agosto;1; $25.236 
2013;Banco Scotiabank;2006;septiembre;5; $11.480 
2014;Banco Scotiabank;2006;octubre;4; $24.858 
2015;Banco Scotiabank;2006;noviembre;2; $59.759 
2016;Banco Scotiabank;2006;diciembre;1; $62.790 
2017;Banco Scotiabank;2007;enero;3; $68.102 
2018;Banco Scotiabank;2007;febrero;3; $24.435 
2019;Banco Scotiabank;2007;marzo;4; $32.347 
2020;Banco Scotiabank;2007;abril;5; $71.887 
2021;Banco Scotiabank;2007;mayo;2; $15.945 
2022;Banco Scotiabank;2007;junio;2; $93.790 
2023;Banco Scotiabank;2007;julio;0; $- 
2024;Banco Scotiabank;2007;agosto;5; $29.362 
2025;Banco Scotiabank;2007;septiembre;4; $44.000 
2026;Banco Scotiabank;2007;octubre;2; $18.579 
2027;Banco Scotiabank;2007;noviembre;5; $35.317 
2028;Banco Scotiabank;2007;diciembre;3; $79.362 
2029;Banco Scotiabank;2008;enero;4; $71.607 
2030;Banco Scotiabank;2008;febrero;5; $33.696 
2031;Banco Scotiabank;2008;marzo;4; $59.651 
2032;Banco Scotiabank;2008;abril;0; $- 
2033;Banco Scotiabank;2008;mayo;0; $- 
2034;Banco Scotiabank;2008;junio;1; $7.846 
2035;Banco Scotiabank;2008;julio;0; $- 
2036;Banco Scotiabank;2008;agosto;4; $25.068 
2037;Banco Scotiabank;2008;septiembre;1; $19.244 
2038;Banco Scotiabank;2008;octubre;5; $18.059 
2039;Banco Scotiabank;2008;noviembre;3; $94.734 
2040;Banco Scotiabank;2008;diciembre;3; $52.415 
2041;Banco Scotiabank;2009;enero;3; $70.891 
2042;Banco Scotiabank;2009;febrero;4; $22.450 
2043;Banco Scotiabank;2009;marzo;0; $- 
2044;Banco Scotiabank;2009;abril;1; $55.253 
2045;Banco Scotiabank;2009;mayo;1; $11.167 
2046;Banco Scotiabank;2009;junio;4; $53.331 
2047;Banco Scotiabank;2009;julio;0; $- 
2048;Banco Scotiabank;2009;agosto;5; $30.052 
2049;Banco Scotiabank;2009;septiembre;2; $59.083 
2050;Banco Scotiabank;2009;octubre;5; $54.130 
2051;Banco Scotiabank;2009;noviembre;4; $91.130 
2052;Banco Scotiabank;2009;diciembre;4; $88.987 
2053;Banco Scotiabank;2010;enero;2; $16.549 
2054;Banco Scotiabank;2010;febrero;0; $- 
2055;Banco Scotiabank;2010;marzo;2; $10.798 
2056;Banco Scotiabank;2010;abril;0; $- 
2057;Banco Scotiabank;2010;mayo;4; $97.580 
2058;Banco Scotiabank;2010;junio;0; $- 
2059;Banco Scotiabank;2010;julio;1; $29.506 
2060;Banco Scotiabank;2010;agosto;1; $37.699 
2061;Banco Scotiabank;2010;septiembre;0; $- 
2062;Banco Scotiabank;2010;octubre;1; $37.963 
2063;Banco Scotiabank;2010;noviembre;0; $- 
2064;Banco Scotiabank;2010;diciembre;0; $- 
2065;Banco Scotiabank;2011;enero;2; $49.830 
2066;Banco Scotiabank;2011;febrero;5; $76.922 
2067;Banco Scotiabank;2011;marzo;0; $- 
2068;Banco Scotiabank;2011;abril;2; $96.365 
2069;Banco Scotiabank;2011;mayo;0; $- 
2070;Banco Scotiabank;2011;junio;5; $34.606 
2071;Banco Scotiabank;2011;julio;5; $26.344 
2072;Banco Scotiabank;2011;agosto;0; $- 
2073;Banco Scotiabank;2011;septiembre;1; $42.297 
2074;Banco Scotiabank;2011;octubre;2; $94.272 
2075;Banco Scotiabank;2011;noviembre;3; $68.637 
2076;Banco Scotiabank;2011;diciembre;3; $77.145 
2077;Banco Scotiabank;2012;enero;1; $86.932 
2078;Banco Scotiabank;2012;febrero;1; $34.035 
2079;Banco Scotiabank;2012;marzo;5; $23.739 
2080;Banco Scotiabank;2012;abril;2; $41.826 
2081;Banco Scotiabank;2012;mayo;2; $63.188 
2082;Banco Scotiabank;2012;junio;5; $17.686 
2083;Banco Scotiabank;2012;julio;3; $65.626 
2084;Banco Scotiabank;2012;agosto;5; $13.931 
2085;Banco Scotiabank;2012;septiembre;1; $36.160 
2086;Banco Scotiabank;2012;octubre;1; $19.598 
2087;Banco Scotiabank;2012;noviembre;5; $11.037 
2088;Banco Scotiabank;2012;diciembre;4; $55.197 
2089;Banco Scotiabank;2013;enero;4; $95.114 
2090;Banco Scotiabank;2013;febrero;2; $23.735 
2091;Banco Scotiabank;2013;marzo;5; $57.847 
2092;Banco Scotiabank;2013;abril;1; $24.787 
2093;Banco Scotiabank;2013;mayo;5; $93.795 
2094;Banco Scotiabank;2013;junio;3; $69.017 
2095;Banco Scotiabank;2013;julio;4; $88.447 
2096;Banco Scotiabank;2013;agosto;5; $55.295 
2097;Banco Scotiabank;2013;septiembre;1; $97.508 
2098;Banco Scotiabank;2013;octubre;3; $26.567 
2099;Banco Scotiabank;2013;noviembre;2; $58.999 
2100;Banco Scotiabank;2013;diciembre;1; $41.070 
2101;Banco Scotiabank;2014;enero;5; $49.997 
2102;Banco Scotiabank;2014;febrero;0; $- 
2103;Banco Scotiabank;2014;marzo;2; $26.074 
2104;Banco Scotiabank;2014;abril;5; $64.080 
2105;Banco Scotiabank;2014;mayo;3; $56.099 
2106;Banco Scotiabank;2014;junio;4; $19.280 
2107;Banco Scotiabank;2014;julio;0; $- 
2108;Banco Scotiabank;2014;agosto;2; $43.855 
2109;Banco Scotiabank;2014;septiembre;2; $99.842 
2110;Banco Scotiabank;2014;octubre;2; $13.938 
2111;Banco Scotiabank;2014;noviembre;3; $7.297 
2112;Banco Scotiabank;2014;diciembre;1; $43.827 
2113;Banco Scotiabank;2015;enero;0; $- 
2114;Banco Scotiabank;2015;febrero;5; $53.833 
2115;Banco Scotiabank;2015;marzo;4; $16.013 
2116;Banco Scotiabank;2015;abril;1; $8.511 
2117;Banco Scotiabank;2015;mayo;2; $78.396 
2118;Banco Scotiabank;2015;junio;1; $49.054 
2119;Banco Scotiabank;2015;julio;2; $97.358 
2120;Banco Scotiabank;2015;agosto;3; $30.548 
2121;Banco Scotiabank;2015;septiembre;1; $70.203 
2122;Banco Scotiabank;2015;octubre;1; $20.820 
2123;Banco Scotiabank;2015;noviembre;2; $22.153 
2124;Banco Scotiabank;2015;diciembre;4; $38.969 
2125;Banco Scotiabank;2016;enero;4; $73.562 
2126;Banco Scotiabank;2016;febrero;0; $- 
2127;Banco Scotiabank;2016;marzo;3; $72.586 
2128;Banco Scotiabank;2016;abril;0; $- 
2129;Banco Scotiabank;2016;mayo;5; $77.774 
2130;Banco Scotiabank;2016;junio;0; $- 
2131;Banco Scotiabank;2016;julio;2; $37.451 
2132;Banco Scotiabank;2016;agosto;1; $61.597 
2133;Banco Scotiabank;2016;septiembre;2; $69.493 
2134;Banco Scotiabank;2016;octubre;2; $64.477 
2135;Banco Scotiabank;2016;noviembre;1; $42.563 
2136;Banco Scotiabank;2016;diciembre;1; $46.948 
2137;Banco Scotiabank;2017;enero;2; $64.664 
2138;Banco Scotiabank;2017;febrero;5; $40.548 
2139;Banco Scotiabank;2017;marzo;0; $- 
2140;Banco Scotiabank;2017;abril;5; $94.548 
2141;Banco Scotiabank;2017;mayo;5; $55.140 
2142;Banco Scotiabank;2017;junio;0; $- 
2143;Banco Scotiabank;2017;julio;3; $32.673 
2144;Banco Scotiabank;2017;agosto;0; $- 
2145;Banco Scotiabank;2017;septiembre;1; $61.452 
2146;Banco Scotiabank;2017;octubre;0; $- 
2147;Banco Scotiabank;2017;noviembre;1; $66.973 
2148;Banco Scotiabank;2017;diciembre;5; $18.236 
2149;Banco Scotiabank;2018;enero;4; $97.191 
2150;Banco Scotiabank;2018;febrero;5; $72.357 
2151;Banco Scotiabank;2018;marzo;5; $54.509 
2152;Banco Scotiabank;2018;abril;1; $28.438 
2153;Banco Scotiabank;2018;mayo;2; $5.405 
2154;Banco Scotiabank;2018;junio;1; $39.747 
2155;Banco Scotiabank;2018;julio;1; $23.306 
2156;Banco Scotiabank;2018;agosto;5; $13.490 
2157;Banco Scotiabank;2018;septiembre;4; $68.928 
2158;Banco Scotiabank;2018;octubre;4; $62.496 
2159;Banco Scotiabank;2018;noviembre;3; $43.962 
2160;Banco Scotiabank;2018;diciembre;1; $49.090 
2161;Banco Scotiabank;2019;enero;0; $- 
2162;Banco Scotiabank;2019;febrero;0; $- 
2163;Banco Scotiabank;2019;marzo;1; $34.057 
2164;Banco Scotiabank;2019;abril;4; $38.139 
2165;Banco Scotiabank;2019;mayo;4; $81.853 
2166;Banco Scotiabank;2019;junio;5; $81.110 
2167;Banco Scotiabank;2019;julio;1; $11.812 
2168;Banco Scotiabank;2019;agosto;0; $- 
2169;Banco Scotiabank;2019;septiembre;4; $25.798 
2170;Banco Scotiabank;2019;octubre;2; $59.396 
2171;Banco Scotiabank;2019;noviembre;1; $60.277 
2172;Banco Scotiabank;2019;diciembre;2; $42.822 
2173;Banco Scotiabank;2020;enero;0; $- 
2174;Banco Scotiabank;2020;febrero;3; $27.719 
2175;Banco Scotiabank;2020;marzo;3; $29.404 
2176;Banco Scotiabank;2020;abril;3; $80.269 
2177;Banco Scotiabank;2020;mayo;0; $- 
2178;Banco Scotiabank;2020;junio;4; $86.256 
2179;Banco Scotiabank;2020;julio;2; $47.596 
2180;Banco Scotiabank;2020;agosto;3; $97.676 
2181;Banco Scotiabank;2020;septiembre;4; $62.683 
2182;Banco Scotiabank;2020;octubre;5; $38.537 
2183;Banco Scotiabank;2020;noviembre;1; $45.109 
2184;Banco Scotiabank;2020;diciembre;2; $82.889 
2185;Banco Scotiabank;2021;enero;5; $29.895 
2186;Banco Scotiabank;2021;febrero;2; $92.902 
2187;Banco Scotiabank;2021;marzo;0; $- 
2188;Banco Scotiabank;2021;abril;2; $63.903 
2189;Banco Scotiabank;2021;mayo;4; $90.576 
2190;Banco Scotiabank;2021;junio;0; $- 
2191;Banco Scotiabank;2021;julio;2; $81.878 
2192;Banco Scotiabank;2021;agosto;5; $18.808 
2193;Banco Scotiabank;2021;septiembre;3; $66.036 
2194;Banco Scotiabank;2021;octubre;2; $17.441 
2195;Banco Scotiabank;2021;noviembre;5; $13.969 
2196;Banco Scotiabank;2021;diciembre;0; $- 
2197;Banco Scotiabank;2022;enero;1; $11.514 
2198;Banco Scotiabank;2022;febrero;1; $20.768 
2199;Banco Scotiabank;2022;marzo;5; $68.707 
2200;Banco Scotiabank;2022;abril;0; $- 
2201;Banco Scotiabank;2022;mayo;2; $48.635 
2202;Banco Scotiabank;2022;junio;2; $44.638 
2203;Banco Scotiabank;2022;julio;3; $75.017 
2204;Banco Scotiabank;2022;agosto;2; $91.825 
2205;Banco Scotiabank;2022;septiembre;1; $57.315 
2206;Banco Scotiabank;2022;octubre;3; $16.357 
2207;Banco Scotiabank;2022;noviembre;1; $6.249 
2208;Banco Scotiabank;2022;diciembre;3; $62.009 
2209;Seguros Banesco;2000;enero;4; $39.077 
2210;Seguros Banesco;2000;febrero;0; $- 
2211;Seguros Banesco;2000;marzo;3; $16.068 
2212;Seguros Banesco;2000;abril;4; $38.909 
2213;Seguros Banesco;2000;mayo;1; $9.924 
2214;Seguros Banesco;2000;junio;5; $24.263 
2215;Seguros Banesco;2000;julio;5; $76.443 
2216;Seguros Banesco;2000;agosto;0; $- 
2217;Seguros Banesco;2000;septiembre;1; $27.717 
2218;Seguros Banesco;2000;octubre;4; $18.361 
2219;Seguros Banesco;2000;noviembre;5; $97.534 
2220;Seguros Banesco;2000;diciembre;0; $- 
2221;Seguros Banesco;2001;enero;3; $42.747 
2222;Seguros Banesco;2001;febrero;0; $- 
2223;Seguros Banesco;2001;marzo;5; $12.482 
2224;Seguros Banesco;2001;abril;5; $15.439 
2225;Seguros Banesco;2001;mayo;5; $81.756 
2226;Seguros Banesco;2001;junio;2; $17.942 
2227;Seguros Banesco;2001;julio;3; $49.066 
2228;Seguros Banesco;2001;agosto;0; $- 
2229;Seguros Banesco;2001;septiembre;1; $10.913 
2230;Seguros Banesco;2001;octubre;0; $- 
