Magnitud,Lugar,Fecha_Tiempo,Tipo_Magnitud,Tipo_Catastrofe,Longitud,Latitud,Profundidad
2.0,"52 km NNE of Kobuk, Alaska",1970-01-20 01:17:16.339524,ml,earthquake,-156.2947,67.3236,6.6
4.5,"Kermadec Islands, New Zealand",1970-01-20 01:17:14.864875,mb,earthquake,-177.3466,-29.669,37.19
1.39,"1 km WNW of Guánica, Puerto Rico",1970-01-20 01:17:14.853600,md,earthquake,-66.9213333333333,17.9753333333333,11.38
4.3,"135 km SE of Akutan, Alaska",1970-01-20 01:17:14.830395,mb,earthquake,-164.1514,53.3835,31.64
2.14,"7 km SE of Esperanza, Puerto Rico",1970-01-20 01:17:14.669880,md,earthquake,-65.4273333333333,18.0388333333333,17.06
1.1,Central Alaska,1970-01-20 01:17:14.538238,ml,earthquake,-150.6543,63.7243,11.3
-0.4,"52 km W of Happy Valley, Alaska",1970-01-20 01:17:14.110650,ml,earthquake,-152.675166666667,60.0001666666667,17.92
0.46,"5km NNW of Pinnacles, CA",1970-01-20 01:17:14.019130,md,earthquake,-121.1565,36.5716667,5.55
2.13,"6 km SE of Maria Antonia, Puerto Rico",1970-01-20 01:17:13.746820,md,earthquake,-66.8551666666667,17.9311666666667,11.4
1.35,"11km W of The Geysers, CA",1970-01-20 01:17:13.627500,md,earthquake,-122.8808333,38.7708333,2.38
5.2,"Kermadec Islands, New Zealand",1970-01-20 01:17:13.380154,mww,earthquake,-177.8194,-30.1272,34.59
0.48,"7km WNW of Cobb, CA",1970-01-20 01:17:13.058240,md,earthquake,-122.8021667,38.839,2.39
0.7,"38 km SSE of Goldfield, Nevada",1970-01-20 01:17:12.959042,ml,earthquake,-117.1245,37.3754,4.3
1.6,"58 km NNE of Petersville, Alaska",1970-01-20 01:17:12.745459,ml,earthquake,-150.5116,63.0052,94.4
0.82,"66 km SE of West Yellowstone, Montana",1970-01-20 01:17:12.744290,md,earthquake,-110.4541667,44.284,3.98
1.2,"42 km NW of Mentasta Lake, Alaska",1970-01-20 01:17:12.277791,ml,earthquake,-144.4264,63.1557,13.7
2.53,"1 km SSE of Indios, Puerto Rico",1970-01-20 01:17:12.245530,md,earthquake,-66.8125,17.9841666666667,14.22
0.18,"4km WNW of The Geysers, CA",1970-01-20 01:17:11.876080,md,earthquake,-122.8041667,38.7903333,3.61
2.72,"2 km SSW of Liborio Negron Torres, Puerto Rico",1970-01-20 01:17:11.173210,md,earthquake,-66.9548333333333,18.023,10.71
0.84,"7km NW of The Geysers, CA",1970-01-20 01:17:10.971240,md,earthquake,-122.8085022,38.8223343,2.85
0.02,"59 km WNW of Beluga, Alaska",1970-01-20 01:17:10.903860,ml,earthquake,-152.049833333333,61.4088333333333,8.65
0.0,"34 km W of Indian Springs, Nevada",1970-01-20 01:17:10.870117,ml,earthquake,-116.0517,36.5916,2.6
4.8,"44 km NNW of Nuku‘alofa, Tonga",1970-01-20 01:17:10.815914,mb,earthquake,-175.3988,-20.7856,10.0
1.65,"3 km SW of P?hala, Hawaii",1970-01-20 01:17:10.323920,md,earthquake,-155.501166666667,19.1785,31.95
0.4,"7km NW of Anza, CA",1970-01-20 01:17:10.027570,ml,earthquake,-116.7325,33.5918333,13.27
0.47,"7km NW of Anza, CA",1970-01-20 01:17:10.016500,ml,earthquake,-116.7385,33.5928333,12.37
0.44,"7km NW of Anza, CA",1970-01-20 01:17:09.974250,ml,earthquake,-116.736,33.5931667,13.51
-0.07,"55 km WNW of Beluga, Alaska",1970-01-20 01:17:09.499280,ml,earthquake,-151.979833333333,61.3913333333333,11.26
0.0,"27 km SW of Mina, Nevada",1970-01-20 01:17:09.477596,ml,earthquake,-118.3528,38.2289,10.2
-0.8,"62 km ENE of Pedro Bay, Alaska",1970-01-20 01:17:09.471250,ml,earthquake,-153.062833333333,59.9936666666667,9.06
0.9,"72 km W of Petersville, Alaska",1970-01-20 01:17:09.432842,ml,earthquake,-152.1526,62.5976,16.3
0.26,"58 km WNW of Beluga, Alaska",1970-01-20 01:17:09.391280,ml,earthquake,-152.023,61.4023333333333,10.17
1.17,"7km W of Cobb, CA",1970-01-20 01:17:09.352200,md,earthquake,-122.8043365,38.8288345,1.74
0.6,"1km ESE of The Geysers, CA",1970-01-20 01:17:09.114990,md,earthquake,-122.7463303,38.7745018,2.64
1.1,"30 km N of Petersville, Alaska",1970-01-20 01:17:08.607102,ml,earthquake,-150.8709,62.7612,95.8
-0.32,"60 km SE of Pedro Bay, Alaska",1970-01-20 01:17:08.346440,ml,earthquake,-153.451166666667,59.3565,3.62
-0.15,"13 km W of Akutan, Alaska",1970-01-20 01:17:08.307780,ml,earthquake,-165.988833333333,54.1468333333333,3.15
1.4,"52 km SSE of Glacier View, Alaska",1970-01-20 01:17:07.857490,ml,earthquake,-147.4011,61.3552,4.8
1.02,"7km WNW of The Geysers, CA",1970-01-20 01:17:07.739620,md,earthquake,-122.8246689,38.8084984,2.11
0.37,"10km WNW of The Geysers, CA",1970-01-20 01:17:07.390910,md,earthquake,-122.8564987,38.8253326,2.35
0.82,"2km SE of Banning, CA",1970-01-20 01:17:07.330280,ml,earthquake,-116.8626667,33.9125,9.62
2.6,"35 km S of False Pass, Alaska",1970-01-20 01:17:07.195248,ml,earthquake,-163.4582,54.5378,10.0
1.4,"35 km WNW of Tatitlek, Alaska",1970-01-20 01:17:07.002323,ml,earthquake,-147.2651,61.0143,16.2
0.97,"9km W of Cobb, CA",1970-01-20 01:17:06.810950,md,earthquake,-122.8213348,38.8364983,1.42
0.36,"7km WNW of Cobb, CA",1970-01-20 01:17:06.741880,md,earthquake,-122.8051682,38.8348351,2.23
4.2,"Kermadec Islands, New Zealand",1970-01-20 01:17:06.551405,mb,earthquake,-177.7349,-29.9413,42.21
0.35,"3km NNW of The Geysers, CA",1970-01-20 01:17:06.078550,md,earthquake,-122.770668,38.8028336,0.62
0.7,"38 km E of Healy, Alaska",1970-01-20 01:17:05.990754,ml,earthquake,-148.1825,63.8865,5.8
0.33,"7km W of Cobb, CA",1970-01-20 01:17:05.895280,md,earthquake,-122.8011703,38.8279991,2.07
0.81,"8km WNW of Cobb, CA",1970-01-20 01:17:05.852490,md,earthquake,-122.8079987,38.8381653,2.11
6.6,"Kermadec Islands, New Zealand",1970-01-20 01:17:05.527344,mww,earthquake,-177.7264,-30.0751,24.0
0.17,"5km WNW of The Geysers, CA",1970-01-20 01:17:04.981190,md,earthquake,-122.8116667,38.7968333,3.8
0.82,"10km WNW of Palomar Observatory, CA",1970-01-20 01:17:03.669150,ml,earthquake,-116.9655,33.3781667,7.32
1.4,"50 km WNW of Skwentna, Alaska",1970-01-20 01:17:03.276028,ml,earthquake,-152.3164,62.1266,123.5
1.45,"10km NNW of Redwood Valley, CA",1970-01-20 01:17:03.188870,md,earthquake,-123.234,39.349,7.64
2.9,Beaufort Sea,1970-01-20 01:17:02.977526,ml,earthquake,-134.3031,71.657,42.1
0.5,"65 km SE of West Yellowstone, Montana",1970-01-20 01:17:02.957820,md,earthquake,-110.4558333,44.2923333,4.35
0.65,"65 km SE of West Yellowstone, Montana",1970-01-20 01:17:02.923720,md,earthquake,-110.4626667,44.2903333,4.2
-0.2,"40 km WNW of Indian Springs, Nevada",1970-01-20 01:17:02.739505,ml,earthquake,-116.0753,36.7235,3.5
2.1,"66 km SE of West Yellowstone, Montana",1970-01-20 01:17:02.675580,ml,earthquake,-110.455,44.2831667,4.53
1.04,"66 km SE of West Yellowstone, Montana",1970-01-20 01:17:02.647550,md,earthquake,-110.4501667,44.285,6.96
0.9,"28 km N of Nabesna, Alaska",1970-01-20 01:17:02.435171,ml,earthquake,-143.082,62.6228,9.1
1.44,"12km ESE of Arvin, CA",1970-01-20 01:17:02.162030,ml,earthquake,-118.6946667,35.1865,6.32
1.16,"6km NNW of The Geysers, CA",1970-01-20 01:17:02.077800,md,earthquake,-122.7894974,38.821167,0.73
0.68,"6km W of Cobb, CA",1970-01-20 01:17:02.071130,md,earthquake,-122.7886667,38.8226667,0.82
1.4,"51 km NNE of Yakutat, Alaska",1970-01-20 01:17:01.995183,ml,ice quake,-139.4633,59.9943,0.0
2.0,"17km SSE of San Pedro, CA",1970-01-20 01:17:01.665760,ml,earthquake,-118.2345,33.5918333,0.88
0.05,"7km WNW of Cobb, CA",1970-01-20 01:17:01.539810,md,earthquake,-122.801,38.837,2.71
0.38,"10km WNW of Palomar Observatory, CA",1970-01-20 01:17:01.238810,ml,earthquake,-116.9628333,33.3806667,7.18
0.84,"4km NNW of The Geysers, CA",1970-01-20 01:17:01.181610,md,earthquake,-122.7776642,38.8118324,0.38
1.0,"25 km WNW of Noatak, Alaska",1970-01-20 01:17:00.933603,ml,earthquake,-163.5051,67.6766,1.6
-0.2,"44 km ESE of Beatty, Nevada",1970-01-20 01:17:00.811420,ml,earthquake,-116.3307,36.7046,8.7
1.6,"54 km WNW of Anchor Point, Alaska",1970-01-20 01:17:00.628145,ml,earthquake,-152.7452,59.9377,83.4
1.4,"53 km WNW of Anchor Point, Alaska",1970-01-20 01:17:00.627702,ml,earthquake,-152.738,59.9378,83.6
0.7,"28 km NNW of Benton, California",1970-01-20 01:17:00.353450,ml,earthquake,-118.5458,38.069,11.7
1.1,"29 km NNW of Benton, California",1970-01-20 01:17:00.133852,ml,earthquake,-118.5735,38.0764,13.3
1.29,"23km SE of Porterville, CA",1970-01-20 01:17:00.023950,ml,earthquake,-118.811,35.9463333,24.01
1.1,"43 km NNW of Petersville, Alaska",1970-01-20 01:16:59.938281,ml,earthquake,-150.9639,62.874,101.2
3.15,"53 km N of Tierras Nuevas Poniente, Puerto Rico",1970-01-20 01:16:59.614860,md,earthquake,-66.5701666666667,18.9415,35.84
4.4,"57 km SW of Sechura, Peru",1970-01-20 01:16:59.481650,mb,earthquake,-81.1985,-5.9114,37.81
5.0,South Sandwich Islands region,1970-01-20 01:16:59.402914,mb,earthquake,-24.9676,-58.4565,35.0
1.75,"9 km E of P?hala, Hawaii",1970-01-20 01:16:59.277520,md,earthquake,-155.389495849609,19.2049999237061,36.2000007629395
1.4,"10km ENE of Cayucos, CA",1970-01-20 01:16:59.240010,md,earthquake,-120.7951667,35.4896667,6.98
-0.1,"34 km W of Indian Springs, Nevada",1970-01-20 01:16:58.821062,ml,earthquake,-116.0549,36.6118,7.4
0.9,"52 km S of Denali National Park, Alaska",1970-01-20 01:16:58.458318,ml,earthquake,-151.5383,63.0741,6.5
1.2,"4 km W of Walker, California",1970-01-20 01:16:58.047119,ml,earthquake,-119.5242,38.5138,7.2
0.96,"4km W of Cobb, CA",1970-01-20 01:16:57.801690,md,earthquake,-122.7659988,38.8226662,2.01
0.94,"8km NW of The Geysers, CA",1970-01-20 01:16:57.754790,md,earthquake,-122.8131638,38.8278351,2.06
1.3,"18 km NW of Susitna, Alaska",1970-01-20 01:16:57.475288,ml,earthquake,-150.7593,61.6633,55.6
1.35,"12km SSW of Tres Pinos, CA",1970-01-20 01:16:57.471390,md,earthquake,-121.3698333,36.695,0.47
2.42,"6 km S of Indios, Puerto Rico",1970-01-20 01:16:57.332620,md,earthquake,-66.8165,17.9363333333333,13.27
2.11999989,"5 km S of P?hala, Hawaii",1970-01-20 01:16:57.274700,md,earthquake,-155.477828979492,19.1574993133545,34.5999984741211
1.1,,1970-01-20 01:16:57.095653,ml,earthquake,-152.4774,59.9705,67.4
2.0,"6 km S of Indios, Puerto Rico",1970-01-20 01:16:56.702690,md,earthquake,-66.8168333333333,17.9336666666667,13.73
1.6,Southern Alaska,1970-01-20 01:16:56.639914,ml,earthquake,-152.1704,61.922,2.0
0.81,"4km WNW of The Geysers, CA",1970-01-20 01:16:56.291340,md,earthquake,-122.803833,38.7905006,3.22
3.8,"34 km WNW of Tatitlek, Alaska",1970-01-20 01:16:56.186709,mwr,earthquake,-147.2882,60.9654,18.3
5.0,"52 km ENE of Neiafu, Tonga",1970-01-20 01:16:56.060261,mb,earthquake,-173.557,-18.4009,35.0
2.06,"3 km ESE of P?hala, Hawaii",1970-01-20 01:16:55.909040,ml,earthquake,-155.45182800293,19.191333770752,36.1500015258789
3.54,"65 km N of Arecibo, Puerto Rico",1970-01-20 01:16:55.523760,md,earthquake,-66.6015,19.0548,47.0
5.2,"34 km NE of B?z?rak, Afghanistan",1970-01-20 01:16:55.107468,mww,earthquake,69.7845,35.5378,91.19
0.64,"8km NW of The Geysers, CA",1970-01-20 01:16:55.088910,md,earthquake,-122.8151703,38.8278351,2.32
0.67,"4km W of Cobb, CA",1970-01-20 01:16:54.392020,md,earthquake,-122.7645035,38.8240013,2.02
1.55,"4km W of Cobb, CA",1970-01-20 01:16:54.141780,md,earthquake,-122.7645,38.8223333,2.35
0.77,"18km N of Borrego Springs, CA",1970-01-20 01:16:54.025340,ml,earthquake,-116.3635,33.4161667,12.01
1.33,"8km ESE of Orcutt, CA",1970-01-20 01:16:54.008010,ml,earthquake,-120.3576667,34.8271667,3.85
1.5,"15 km E of Skwentna, Alaska",1970-01-20 01:16:53.689562,ml,earthquake,-151.1071,61.9773,85.2
1.14,"3km ENE of Westmorland, CA",1970-01-20 01:16:53.322690,ml,earthquake,-115.597,33.0501667,6.04
4.11,"72 km N of Arecibo, Puerto Rico",1970-01-20 01:16:52.287540,md,earthquake,-66.6275,19.1213,23.0
1.03,"2km SSE of Chatsworth, CA",1970-01-20 01:16:52.164660,ml,earthquake,-118.5961667,34.2436667,2.91
3.44,"4 km S of Joseph, Utah",1970-01-20 01:16:52.091670,ml,earthquake,-112.2125,38.5848333,-2.24
0.61,"3km SE of The Geysers, CA",1970-01-20 01:16:52.033930,md,earthquake,-122.7348328,38.7608337,0.66
1.2,"69 km W of Petersville, Alaska",1970-01-20 01:16:51.969220,ml,earthquake,-152.0859,62.6228,120.8
0.51,"16km W of Searles Valley, CA",1970-01-20 01:16:51.703320,ml,earthquake,-117.5841667,35.7753333,5.45
0.36,"8km W of Cobb, CA",1970-01-20 01:16:50.745560,md,earthquake,-122.809166,38.8343315,2.06
1.07,"16 km SE of Waynoka, Oklahoma",1970-01-20 01:16:50.067320,ml,earthquake,-98.73516667,36.48383333,8.67
1.8,"29 km SSE of Mina, Nevada",1970-01-20 01:16:49.966153,ml,earthquake,-117.9385,38.1603,12.2
1.1,"30 km WNW of Susitna, Alaska",1970-01-20 01:16:49.821235,ml,earthquake,-151.0274,61.6738,63.7
0.57,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:49.533190,md,earthquake,-110.4586667,44.2873333,5.42
1.17,"22km ENE of Little Lake, CA",1970-01-20 01:16:49.436230,ml,earthquake,-117.6708333,35.9886667,2.55
1.2,"41 km WNW of Nanwalek, Alaska",1970-01-20 01:16:49.229038,ml,earthquake,-152.581,59.5109,77.9
1.6,Utah,1970-01-20 01:16:49.096910,md,earthquake,-110.3073333,39.4236667,-1.83
0.85,"13km SW of Searles Valley, CA",1970-01-20 01:16:48.983430,ml,earthquake,-117.5003333,35.6805,11.01
0.82,"38 km SSE of Mammoth, Wyoming",1970-01-20 01:16:48.942520,md,earthquake,-110.4321667,44.6875,2.01
1.0,"46 km SW of Cantwell, Alaska",1970-01-20 01:16:48.840560,ml,earthquake,-149.4925,63.0525,84.0
1.4,"34 km SE of Mina, Nevada",1970-01-20 01:16:48.831851,ml,earthquake,-117.8229,38.1706,8.4
0.5,"11km ENE of Aguanga, CA",1970-01-20 01:16:48.759150,ml,earthquake,-116.7601667,33.4865,6.87
1.3,"30 km WNW of Susitna, Alaska",1970-01-20 01:16:48.436588,ml,earthquake,-151.0325,61.6541,68.9
1.6,"86 km SSW of McCarthy, Alaska",1970-01-20 01:16:48.429908,ml,earthquake,-143.6587,60.7466,6.7
0.92,"1km NW of Palomar Observatory, CA",1970-01-20 01:16:47.994540,ml,earthquake,-116.8741667,33.3655,10.25
0.64,"65 km SE of West Yellowstone, Montana",1970-01-20 01:16:47.980100,md,earthquake,-110.4571667,44.2936667,6.46
4.5,Banda Sea,1970-01-20 01:16:47.760509,mb,earthquake,129.9649,-6.2724,109.81
1.96,"4 km WSW of Tallaboa, Puerto Rico",1970-01-20 01:16:47.597020,md,earthquake,-66.7513333333333,17.9795,16.65
1.3,"66 km WNW of Happy Valley, Alaska",1970-01-20 01:16:47.126645,ml,earthquake,-152.8802,60.0996,104.7
1.1,"60 km W of Petersville, Alaska",1970-01-20 01:16:47.060356,ml,earthquake,-151.93,62.5876,100.9
1.2,"35 km WSW of Anchor Point, Alaska",1970-01-20 01:16:46.865544,ml,earthquake,-152.3796,59.6256,74.1
1.99000001,"10 km E of P?hala, Hawaii",1970-01-20 01:16:46.639630,md,earthquake,-155.384170532227,19.1909999847412,31.6399993896484
1.0,"4km WNW of The Geysers, CA",1970-01-20 01:16:46.512150,md,earthquake,-122.7983322,38.7983322,0.13
2.22000003,"8 km ENE of P?hala, Hawaii",1970-01-20 01:16:46.442930,md,earthquake,-155.397827148438,19.218334197998,32.5
1.4,"69 km WSW of Nanwalek, Alaska",1970-01-20 01:16:45.903003,ml,earthquake,-153.0318,59.0975,74.5
5.0,southeast of the Loyalty Islands,1970-01-20 01:16:45.855341,mb,earthquake,171.9019,-23.3739,10.0
1.62,"4km W of San Juan Bautista, CA",1970-01-20 01:16:45.727490,md,earthquake,-121.582,36.8488333,5.97
1.7,"89 km W of Elfin Cove, Alaska",1970-01-20 01:16:45.348970,ml,earthquake,-137.842,58.332,6.9
0.74,"8km ESE of Yucaipa, CA",1970-01-20 01:16:45.322060,ml,earthquake,-116.9633333,34.009,11.35
1.79,"17 km SSE of Sunnyside, Utah",1970-01-20 01:16:45.007420,md,earthquake,-110.2883333,39.4165,-3.39
1.83,"6 km WSW of Guánica, Puerto Rico",1970-01-20 01:16:44.906500,md,earthquake,-66.9638333333333,17.9466666666667,15.85
1.45,"67 km SE of West Yellowstone, Montana",1970-01-20 01:16:44.867340,md,earthquake,-110.4445,44.276,6.23
0.66,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:44.416920,md,earthquake,-110.457,44.283,4.86
1.2,"51 km NNE of Yakutat, Alaska",1970-01-20 01:16:44.200364,ml,ice quake,-139.5231,59.9974,0.0
1.69,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:44.125310,md,earthquake,-110.4571667,44.2835,4.28
0.74,"4km WNW of The Geysers, CA",1970-01-20 01:16:44.112910,md,earthquake,-122.8034973,38.7906685,3.36
0.53,"5 km SW of Volcano, Hawaii",1970-01-20 01:16:44.067620,md,earthquake,-155.276666666667,19.4091666666667,0.83
0.42,"14km N of Borrego Springs, CA",1970-01-20 01:16:43.580610,ml,earthquake,-116.3813333,33.384,12.86
1.33,"4km WNW of The Geysers, CA",1970-01-20 01:16:43.415520,md,earthquake,-122.8035,38.7898333,2.93
1.4,"57 km E of Pedro Bay, Alaska",1970-01-20 01:16:43.303348,ml,earthquake,-153.0796,59.761,105.5
1.2,"51 km SW of Tatitlek, Alaska",1970-01-20 01:16:43.303052,ml,earthquake,-147.3763,60.5472,10.5
4.9,"180 km WSW of Abepura, Indonesia",1970-01-20 01:16:43.239175,mb,earthquake,139.1318,-3.2219,60.23
1.6,"52 km SW of Tatitlek, Alaska",1970-01-20 01:16:43.214678,ml,earthquake,-147.3927,60.5519,12.2
3.1,"87 km SW of Nikolski, Alaska",1970-01-20 01:16:43.103568,ml,earthquake,-169.9077,52.4775,71.8
4.3,"78 km E of Arica, Chile",1970-01-20 01:16:42.364961,mb,earthquake,-69.563,-18.5788,131.35
0.8,"62 km E of Cantwell, Alaska",1970-01-20 01:16:42.147692,ml,earthquake,-147.721,63.5052,7.6
1.1,"57 km NNE of Kobuk, Alaska",1970-01-20 01:16:42.089622,ml,earthquake,-156.1776,67.3481,16.1
1.2,"71 km ENE of Pedro Bay, Alaska",1970-01-20 01:16:41.996571,ml,earthquake,-153.0157,60.1201,108.6
1.1,"26 km WNW of Petersville, Alaska",1970-01-20 01:16:41.854024,ml,earthquake,-151.2527,62.5599,91.1
1.7,"22 km NNE of Fishhook, Alaska",1970-01-20 01:16:41.546054,ml,earthquake,-149.0671,61.9312,35.6
1.11,"24km NW of Parkfield, CA",1970-01-20 01:16:40.864250,md,earthquake,-120.6148333,36.0498333,2.83
1.8,"21 km SSW of False Pass, Alaska",1970-01-20 01:16:39.834643,ml,earthquake,-163.5591,54.6829,13.1
0.85,"8km WNW of Cobb, CA",1970-01-20 01:16:39.330550,md,earthquake,-122.8089981,38.8398323,1.28
0.71,"7km WNW of Cobb, CA",1970-01-20 01:16:39.062970,md,earthquake,-122.8063354,38.836834,1.99
0.7,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:38.945450,md,earthquake,-110.462,44.286,4.03
2.01,"67 km SE of West Yellowstone, Montana",1970-01-20 01:16:38.667450,ml,earthquake,-110.453,44.2766667,4.86
0.92,"15km W of Searles Valley, CA",1970-01-20 01:16:38.241320,ml,earthquake,-117.5725,35.7588333,6.71
0.36,"7km WNW of Cobb, CA",1970-01-20 01:16:38.167250,md,earthquake,-122.8063354,38.8370018,1.91
0.36,"2km N of The Geysers, CA",1970-01-20 01:16:37.816300,md,earthquake,-122.7526703,38.7975006,0.96
0.74,"20km E of Little Lake, CA",1970-01-20 01:16:37.703870,ml,earthquake,-117.6838333,35.9018333,4.35
1.0,"41 km NNW of Valdez, Alaska",1970-01-20 01:16:37.157579,ml,earthquake,-146.5131,61.4916,29.6
1.92,"3km WSW of Hollister, CA",1970-01-20 01:16:36.938480,md,earthquake,-121.4276667,36.8331667,10.12
0.8,"117 km NW of Yakutat, Alaska",1970-01-20 01:16:36.796010,ml,earthquake,-141.138,60.3237,10.1
0.9,"110 km NW of Yakutat, Alaska",1970-01-20 01:16:36.347865,ml,earthquake,-141.3338,60.1154,13.4
1.1,"111 km NW of Yakutat, Alaska",1970-01-20 01:16:36.227144,ml,earthquake,-141.3349,60.1344,13.2
2.49,"18 km WNW of Volcano, Hawaii",1970-01-20 01:16:36.099170,ml,earthquake,-155.408333333333,19.4863333333333,-0.11
4.2,"60 km NNW of Bukittinggi, Indonesia",1970-01-20 01:16:36.076535,mb,earthquake,100.1306,0.1853,10.0
5.4,central Mid-Atlantic Ridge,1970-01-20 01:16:36.068268,mww,earthquake,-19.7894,-0.4706,10.0
1.0,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:35.944560,md,earthquake,-110.4558333,44.2818333,4.75
1.08,"8km N of Claremont, CA",1970-01-20 01:16:35.930890,ml,earthquake,-117.7138333,34.1661667,9.85
4.2,"175 km SSE of Mata-Utu, Wallis and Futuna",1970-01-20 01:16:35.800430,mb,earthquake,-175.3199,-14.6254,245.63
2.4,"66 km N of Chickaloon, Alaska",1970-01-20 01:16:35.515362,ml,earthquake,-148.5645,62.3885,44.2
1.51,"Island of Hawaii, Hawaii",1970-01-20 01:16:35.455570,md,earthquake,-155.422666666667,19.2268333333333,32.54
1.4,Southern Alaska,1970-01-20 01:16:35.428158,ml,earthquake,-152.7406,59.5106,81.1
1.57,"16 km SSE of Sunnyside, Utah",1970-01-20 01:16:35.415300,md,earthquake,-110.303,39.4186667,-2.7
1.11,"4km NW of The Geysers, CA",1970-01-20 01:16:34.940960,md,earthquake,-122.7915,38.8048333,1.01
1.4,,1970-01-20 01:16:34.664569,ml,earthquake,-119.4863,38.5061,6.4
0.88,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:34.632090,md,earthquake,-110.4601667,44.2866667,4.77
4.6,"40 km S of Paracas, Peru",1970-01-20 01:16:34.610147,mb,earthquake,-76.3167,-14.2299,20.64
1.08,"4 km WSW of Meridian, Oklahoma",1970-01-20 01:16:34.418649,ml,earthquake,-97.2905,35.82666667,6.23
1.4,"42 km ENE of Pedro Bay, Alaska",1970-01-20 01:16:34.264748,ml,earthquake,-153.4231,59.9475,116.5
0.84,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:34.221380,md,earthquake,-110.4595,44.2878333,3.85
2.25,"1 km NNW of Fuig, Puerto Rico",1970-01-20 01:16:33.961130,md,earthquake,-66.9201666666667,18.0016666666667,11.58
1.4,"54 km NNE of Kobuk, Alaska",1970-01-20 01:16:33.707284,ml,earthquake,-156.2358,67.3248,16.7
1.2,"56 km NNW of Petersville, Alaska",1970-01-20 01:16:33.269342,ml,earthquake,-151.3511,62.9262,103.0
1.51,,1970-01-20 01:16:32.963630,md,earthquake,-66.8941666666667,18.0426666666667,18.04
4.8,"152 km E of Shikotan, Russia",1970-01-20 01:16:32.690554,mb,earthquake,148.6192,43.893,10.0
1.47,"9 km ESE of P?hala, Hawaii",1970-01-20 01:16:32.542940,md,earthquake,-155.392666666667,19.1795,30.69
4.2,"140 km E of Shikotan, Russia",1970-01-20 01:16:32.384016,mb,earthquake,148.4444,43.9941,10.0
1.23,"2km ENE of Berkeley, CA",1970-01-20 01:16:32.064160,md,earthquake,-122.2536667,37.8795,9.16
1.9,"16 km ENE of Fox River, Alaska",1970-01-20 01:16:31.879601,ml,earthquake,-150.7067,59.943,8.9
1.11,"2km NNE of San Lorenzo, CA",1970-01-20 01:16:31.865980,md,earthquake,-122.1163333,37.695,7.91
0.72,"65 km SE of West Yellowstone, Montana",1970-01-20 01:16:31.521390,md,earthquake,-110.463,44.2915,4.11
4.5,east of the Kuril Islands,1970-01-20 01:16:31.517787,mb,earthquake,148.6868,43.8393,10.0
1.48,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:31.459410,md,earthquake,-110.4598333,44.2875,4.4
1.4,"35 km SSW of Manley Hot Springs, Alaska",1970-01-20 01:16:31.241411,ml,earthquake,-150.978,64.7135,24.3
0.6,"63 km ESE of Denali Park, Alaska",1970-01-20 01:16:30.700642,ml,earthquake,-147.6726,63.594,9.6
0.8,"9 km N of Houston, Alaska",1970-01-20 01:16:30.652234,ml,earthquake,-149.8344,61.7192,45.1
2.28,"24km NE of Olancha, CA",1970-01-20 01:16:30.595270,ml,earthquake,-117.8248333,36.4448333,8.25
0.81,"65 km SE of West Yellowstone, Montana",1970-01-20 01:16:30.568280,md,earthquake,-110.4616667,44.2886667,5.03
4.6,"119 km SW of Bam, Iran",1970-01-20 01:16:30.418184,mb,earthquake,57.5922,28.2601,10.0
0.9,"13 km N of Fishhook, Alaska",1970-01-20 01:16:30.416144,ml,earthquake,-149.2386,61.8664,11.2
0.83,"20 km SW of Marysvale, Utah",1970-01-20 01:16:30.251760,md,earthquake,-112.4165,38.3401667,5.12
1.7,"62 km S of Denali National Park, Alaska",1970-01-20 01:16:29.931187,ml,earthquake,-151.754,62.9793,5.1
0.1,California-Nevada border region,1970-01-20 01:16:29.917299,ml,earthquake,-119.5045,38.538,6.8
0.69,"6km NW of The Geysers, CA",1970-01-20 01:16:29.555760,md,earthquake,-122.8126678,38.8133316,2.6
0.21,"2km ENE of The Geysers, CA",1970-01-20 01:16:29.536740,md,earthquake,-122.7321701,38.784668,1.41
0.56,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:29.493810,md,earthquake,-110.4575,44.2845,4.5
2.22,"Rat Islands, Aleutian Islands, Alaska",1970-01-20 01:16:28.694710,ml,earthquake,178.352666666667,52.0356666666667,-2.81
1.5,"19 km W of Dutch Harbor, Alaska",1970-01-20 01:16:28.257731,ml,earthquake,-166.845,53.8966,5.3
0.36,"8km NW of The Geysers, CA",1970-01-20 01:16:27.746230,md,earthquake,-122.8148346,38.8289986,2.02
0.85,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:27.322250,md,earthquake,-110.4566667,44.2866667,4.4
1.0,"14 km W of Anchorage, Alaska",1970-01-20 01:16:27.174237,ml,earthquake,-150.1755,61.2356,44.1
0.76,"66 km SE of West Yellowstone, Montana",1970-01-20 01:16:26.994570,md,earthquake,-110.4551667,44.283,5.65
